item_id,order_id,product_id,quantity,unit_price,returned
ITEM002441,ORD000830,P0064,1,372.92,False
ITEM002442,ORD000830,P0193,6,208.95,False
ITEM002443,ORD000830,P0048,7,225.12,True
ITEM002444,ORD000831,P0237,5,402.93,True
ITEM002445,ORD000831,P0049,4,15.76,False
ITEM002446,ORD000832,P0164,4,127.8,True
ITEM002447,ORD000832,P0158,8,403.88,False
ITEM002448,ORD000833,P0008,7,280.29,False
ITEM002449,ORD000833,P0282,7,414.59,True
ITEM002450,ORD000834,P0069,3,273.84,False
ITEM002451,ORD000835,P0023,5,11.93,False
ITEM002452,ORD000835,P0047,7,432.68,False
ITEM002453,ORD000835,P0163,1,54.64,False
ITEM002454,ORD000836,P0084,6,399.67,False
ITEM002455,ORD000836,P0265,2,313.34,True
ITEM002456,ORD000837,P0006,5,169.5,True
ITEM002457,ORD000837,P0224,2,145.18,False
ITEM002458,ORD000837,P0018,6,333.55,False
ITEM002459,ORD000837,P0154,8,340.22,False
ITEM002460,ORD000838,P0297,2,89.28,True
ITEM002461,ORD000838,P0160,4,115.29,False
ITEM002462,ORD000839,P0098,5,409.99,True
ITEM002463,ORD000839,P0070,7,302.67,True
ITEM002464,ORD000840,P0060,1,490.73,True
ITEM002465,ORD000840,P0025,6,345.36,True
ITEM002466,ORD000841,P0204,5,172.32,True
ITEM002467,ORD000841,P0096,5,131.45,False
ITEM002468,ORD000841,P0275,6,221.37,False
ITEM002469,ORD000842,P0298,8,374.71,True
ITEM002470,ORD000843,P0176,1,129.29,False
ITEM002471,ORD000843,P0154,3,378.69,True
ITEM002472,ORD000843,P0190,5,163.49,False
ITEM002473,ORD000843,P0044,3,378.44,True
ITEM002474,ORD000843,P0037,2,404.07,False
ITEM002475,ORD000844,P0150,5,455.09,True
ITEM002476,ORD000844,P0262,4,74.62,False
ITEM002477,ORD000844,P0256,8,494.95,False
ITEM002478,ORD000844,P0079,8,475.41,False
ITEM002479,ORD000844,P0112,1,426.82,False
ITEM002480,ORD000845,P0011,5,486.36,False
ITEM002481,ORD000845,P0145,2,441.39,True
ITEM002482,ORD000845,P0279,3,255.59,True
ITEM002483,ORD000846,P0172,3,177.13,True
ITEM002484,ORD000847,P0061,5,193.67,True
ITEM002485,ORD000848,P0042,7,489.32,False
ITEM002486,ORD000849,P0188,7,115.26,False
ITEM002487,ORD000849,P0113,1,28.94,False
ITEM002488,ORD000849,P0098,4,163.27,True
ITEM002489,ORD000850,P0178,7,411.89,True
ITEM002490,ORD000851,P0186,6,360.52,False
ITEM002491,ORD000851,P0046,5,466.2,False
ITEM002492,ORD000851,P0107,6,311.42,True
ITEM002493,ORD000851,P0258,4,362.34,False
ITEM002494,ORD000852,P0188,8,435.71,False
ITEM002495,ORD000852,P0051,7,65.66,False
ITEM002496,ORD000853,P0213,7,376.87,False
ITEM002497,ORD000853,P0205,5,11.75,True
ITEM002498,ORD000853,P0124,7,182.0,False
ITEM002499,ORD000854,P0229,2,46.7,False
ITEM002500,ORD000855,P0209,8,287.54,True
ITEM002501,ORD000855,P0094,5,446.32,False
ITEM002502,ORD000855,P0079,4,159.04,True
ITEM002503,ORD000855,P0216,3,254.11,False
ITEM002504,ORD000855,P0042,6,210.7,True
ITEM002505,ORD000856,P0145,8,226.43,False
ITEM002506,ORD000856,P0035,8,369.75,True
ITEM002507,ORD000856,P0126,7,371.02,True
ITEM002508,ORD000856,P0059,1,478.01,False
ITEM002509,ORD000857,P0196,1,187.01,False
ITEM002510,ORD000857,P0171,1,106.43,True
ITEM002511,ORD000857,P0219,6,460.7,True
ITEM002512,ORD000857,P0201,2,258.07,False
ITEM002513,ORD000858,P0154,8,191.32,False
ITEM002514,ORD000858,P0231,7,156.41,True
ITEM002515,ORD000858,P0104,7,438.85,True
ITEM002516,ORD000858,P0086,5,69.49,False
ITEM002517,ORD000859,P0091,3,252.17,True
ITEM002518,ORD000859,P0044,8,115.74,False
ITEM002519,ORD000859,P0172,7,212.29,True
ITEM002520,ORD000859,P0028,7,456.9,True
ITEM002521,ORD000860,P0081,8,341.9,True
ITEM002522,ORD000860,P0099,7,189.86,False
ITEM002523,ORD000860,P0211,2,471.57,False
ITEM002524,ORD000860,P0221,7,179.55,False
ITEM002525,ORD000861,P0213,5,18.87,True
ITEM002526,ORD000862,P0202,2,473.6,True
ITEM002527,ORD000862,P0100,5,431.22,False
ITEM002528,ORD000863,P0229,3,137.0,False
ITEM002529,ORD000863,P0044,8,218.09,True
ITEM002530,ORD000863,P0216,2,154.12,True
ITEM002531,ORD000864,P0296,6,459.55,False
ITEM002532,ORD000865,P0036,4,105.8,True
ITEM002533,ORD000865,P0251,1,114.44,True
ITEM002534,ORD000865,P0059,6,199.91,False
ITEM002535,ORD000865,P0247,1,173.39,True
ITEM002536,ORD000865,P0020,6,47.9,True
ITEM002537,ORD000866,P0197,1,201.67,False
ITEM002538,ORD000866,P0093,5,497.2,False
ITEM002539,ORD000866,P0213,2,36.44,True
ITEM002540,ORD000866,P0006,8,437.98,False
ITEM002541,ORD000866,P0109,1,466.95,True
ITEM002542,ORD000867,P0137,2,466.22,True
ITEM002543,ORD000867,P0202,7,319.78,True
ITEM002544,ORD000867,P0103,1,201.7,False
ITEM002545,ORD000868,P0269,6,100.94,False
ITEM002546,ORD000868,P0045,1,148.92,True
ITEM002547,ORD000868,P0263,1,160.67,False
ITEM002548,ORD000869,P0298,8,183.31,False
ITEM002549,ORD000869,P0027,3,153.55,True
ITEM002550,ORD000869,P0256,8,37.99,True
ITEM002551,ORD000870,P0072,8,286.2,True
ITEM002552,ORD000870,P0173,5,379.39,False
ITEM002553,ORD000870,P0137,6,394.78,True
ITEM002554,ORD000870,P0175,8,453.88,True
ITEM002555,ORD000870,P0031,2,297.77,False
ITEM002556,ORD000871,P0202,2,384.36,False
ITEM002557,ORD000871,P0227,3,415.85,False
ITEM002558,ORD000872,P0217,4,220.11,True
ITEM002559,ORD000872,P0183,2,73.45,True
ITEM002560,ORD000872,P0210,4,416.22,False
ITEM002561,ORD000872,P0117,2,486.85,True
ITEM002562,ORD000873,P0101,6,201.02,True
ITEM002563,ORD000873,P0201,6,226.46,True
ITEM002564,ORD000874,P0168,1,421.53,True
ITEM002565,ORD000875,P0104,2,497.6,False
ITEM002566,ORD000875,P0078,3,104.57,False
ITEM002567,ORD000875,P0207,3,66.26,True
ITEM002568,ORD000876,P0099,4,187.97,False
ITEM002569,ORD000876,P0045,3,13.21,False
ITEM002570,ORD000876,P0249,5,310.39,True
ITEM002571,ORD000877,P0273,7,6.29,True
ITEM002572,ORD000877,P0271,8,384.43,False
ITEM002573,ORD000878,P0072,5,188.17,False
ITEM002574,ORD000879,P0119,2,339.45,True
ITEM002575,ORD000879,P0240,7,321.42,True
ITEM002576,ORD000879,P0244,1,12.43,False
ITEM002577,ORD000880,P0281,7,235.11,False
ITEM002578,ORD000881,P0165,4,142.49,False
ITEM002579,ORD000881,P0036,7,352.0,True
ITEM002580,ORD000882,P0217,4,126.71,True
ITEM002581,ORD000882,P0208,2,13.56,True
ITEM002582,ORD000882,P0124,3,110.46,True
ITEM002583,ORD000883,P0011,4,445.77,False
ITEM002584,ORD000883,P0081,7,254.35,False
ITEM002585,ORD000884,P0020,2,208.48,True
ITEM002586,ORD000884,P0101,6,19.18,False
ITEM002587,ORD000885,P0022,7,77.17,False
ITEM002588,ORD000885,P0269,1,140.9,False
ITEM002589,ORD000886,P0169,2,316.1,False
ITEM002590,ORD000886,P0269,4,294.44,True
ITEM002591,ORD000886,P0033,5,395.89,False
ITEM002592,ORD000886,P0253,6,266.41,True
ITEM002593,ORD000886,P0099,5,196.42,False
ITEM002594,ORD000887,P0204,3,309.79,True
ITEM002595,ORD000887,P0013,8,108.34,True
ITEM002596,ORD000887,P0122,8,398.53,False
ITEM002597,ORD000887,P0221,5,119.94,False
ITEM002598,ORD000888,P0268,3,189.15,False
ITEM002599,ORD000889,P0144,5,450.35,False
ITEM002600,ORD000890,P0129,3,281.21,False
ITEM002601,ORD000890,P0262,8,316.2,True
ITEM002602,ORD000890,P0049,1,292.8,True
ITEM002603,ORD000891,P0022,6,389.19,False
ITEM002604,ORD000891,P0135,4,8.26,True
ITEM002605,ORD000891,P0266,7,412.12,True
ITEM002606,ORD000891,P0239,6,396.37,True
ITEM002607,ORD000891,P0293,4,331.51,False
ITEM002608,ORD000892,P0231,7,392.83,True
ITEM002609,ORD000892,P0129,3,242.15,True
ITEM002610,ORD000892,P0210,6,149.38,False
ITEM002611,ORD000892,P0100,4,392.2,True
ITEM002612,ORD000893,P0111,7,119.5,False
ITEM002613,ORD000893,P0040,7,250.23,True
ITEM002614,ORD000893,P0131,8,327.7,True
ITEM002615,ORD000894,P0158,5,177.27,True
ITEM002616,ORD000894,P0299,3,188.47,True
ITEM002617,ORD000894,P0134,2,147.07,True
ITEM002618,ORD000895,P0229,5,166.54,True
ITEM002619,ORD000895,P0049,4,53.39,True
ITEM002620,ORD000895,P0177,8,197.48,False
ITEM002621,ORD000895,P0131,7,37.43,False
ITEM002622,ORD000895,P0042,7,164.54,False
ITEM002623,ORD000896,P0133,2,332.65,False
ITEM002624,ORD000897,P0060,1,166.82,False
ITEM002625,ORD000897,P0099,3,208.72,True
ITEM002626,ORD000897,P0141,7,112.97,True
ITEM002627,ORD000898,P0174,8,273.7,False
ITEM002628,ORD000898,P0172,4,170.93,False
ITEM002629,ORD000899,P0200,8,451.25,False
ITEM002630,ORD000899,P0014,4,460.86,True
ITEM002631,ORD000899,P0056,3,142.25,False
ITEM002632,ORD000899,P0042,6,440.53,False
ITEM002633,ORD000900,P0295,5,449.98,True
ITEM002634,ORD000900,P0278,6,37.83,False
ITEM002635,ORD000900,P0262,4,346.81,False
ITEM002636,ORD000900,P0214,3,395.84,True
ITEM002637,ORD000900,P0261,3,458.39,False
ITEM002638,ORD000901,P0014,6,298.14,True
ITEM002639,ORD000902,P0101,4,346.65,True
ITEM002640,ORD000902,P0141,8,355.51,True
ITEM002641,ORD000903,P0251,3,68.8,True
ITEM002642,ORD000903,P0250,6,480.23,True
ITEM002643,ORD000904,P0218,3,175.25,False
ITEM002644,ORD000905,P0228,2,254.25,True
ITEM002645,ORD000905,P0060,5,336.54,False
ITEM002646,ORD000905,P0226,8,418.02,False
ITEM002647,ORD000905,P0103,2,345.5,True
ITEM002648,ORD000905,P0268,1,298.99,False
ITEM002649,ORD000906,P0237,7,440.84,True
ITEM002650,ORD000906,P0047,2,285.17,True
ITEM002651,ORD000907,P0137,1,419.48,False
ITEM002652,ORD000907,P0023,4,169.78,False
ITEM002653,ORD000907,P0144,4,190.48,False
ITEM002654,ORD000908,P0260,6,388.61,False
ITEM002655,ORD000909,P0000,5,307.44,False
ITEM002656,ORD000909,P0128,3,254.34,False
ITEM002657,ORD000910,P0173,7,228.36,True
ITEM002658,ORD000910,P0266,7,207.45,True
ITEM002659,ORD000910,P0159,6,499.6,True
ITEM002660,ORD000910,P0066,5,409.09,True
ITEM002661,ORD000911,P0250,4,98.11,True
ITEM002662,ORD000911,P0202,5,420.51,True
ITEM002663,ORD000912,P0153,5,146.84,True
ITEM002664,ORD000912,P0074,1,262.85,True
ITEM002665,ORD000912,P0239,4,181.49,True
ITEM002666,ORD000912,P0292,3,51.07,False
ITEM002667,ORD000912,P0259,7,409.48,False
ITEM002668,ORD000913,P0271,3,283.98,False
ITEM002669,ORD000913,P0040,3,11.24,False
ITEM002670,ORD000913,P0075,8,18.55,True
ITEM002671,ORD000914,P0024,7,83.13,False
ITEM002672,ORD000914,P0218,6,80.33,True
ITEM002673,ORD000914,P0064,3,179.61,True
ITEM002674,ORD000914,P0129,5,113.35,False
ITEM002675,ORD000914,P0078,3,362.97,True
ITEM002676,ORD000915,P0214,6,133.9,False
ITEM002677,ORD000915,P0215,8,31.67,True
ITEM002678,ORD000915,P0225,1,222.72,True
ITEM002679,ORD000915,P0026,6,485.97,False
ITEM002680,ORD000916,P0180,4,454.71,True
ITEM002681,ORD000916,P0175,8,280.04,True
ITEM002682,ORD000916,P0234,2,487.81,False
ITEM002683,ORD000916,P0036,6,427.59,False
ITEM002684,ORD000917,P0054,2,360.33,False
ITEM002685,ORD000917,P0279,2,253.11,False
ITEM002686,ORD000917,P0168,2,182.91,True
ITEM002687,ORD000917,P0270,7,73.81,True
ITEM002688,ORD000917,P0238,5,33.23,False
ITEM002689,ORD000918,P0294,6,241.03,False
ITEM002690,ORD000919,P0090,2,9.74,True
ITEM002691,ORD000919,P0009,5,452.36,True
ITEM002692,ORD000919,P0292,5,27.06,False
ITEM002693,ORD000919,P0221,6,402.73,True
ITEM002694,ORD000920,P0099,8,461.11,False
ITEM002695,ORD000921,P0154,7,424.13,True
ITEM002696,ORD000922,P0072,8,318.53,True
ITEM002697,ORD000923,P0241,4,225.83,False
ITEM002698,ORD000923,P0070,4,59.78,False
ITEM002699,ORD000924,P0002,2,485.93,False
ITEM002700,ORD000924,P0009,6,442.18,True
ITEM002701,ORD000924,P0065,7,196.91,True
ITEM002702,ORD000924,P0119,7,71.34,True
ITEM002703,ORD000925,P0148,3,434.97,False
ITEM002704,ORD000925,P0260,8,221.38,True
ITEM002705,ORD000926,P0256,7,499.81,True
ITEM002706,ORD000926,P0041,1,105.06,False
ITEM002707,ORD000927,P0278,6,100.09,True
ITEM002708,ORD000927,P0098,6,463.45,True
ITEM002709,ORD000927,P0219,4,251.45,False
ITEM002710,ORD000927,P0228,3,152.02,True
ITEM002711,ORD000927,P0266,8,269.22,True
ITEM002712,ORD000928,P0290,2,395.11,True
ITEM002713,ORD000928,P0101,3,279.05,True
ITEM002714,ORD000929,P0093,8,163.22,True
ITEM002715,ORD000929,P0104,8,29.53,False
ITEM002716,ORD000930,P0144,1,399.57,False
ITEM002717,ORD000930,P0152,8,164.87,True
ITEM002718,ORD000930,P0093,5,490.18,True
ITEM002719,ORD000931,P0020,8,21.93,True
ITEM002720,ORD000931,P0153,2,142.32,True
ITEM002721,ORD000931,P0006,8,433.15,False
ITEM002722,ORD000931,P0282,8,259.53,False
ITEM002723,ORD000932,P0182,4,345.79,True
ITEM002724,ORD000932,P0000,5,417.62,False
ITEM002725,ORD000932,P0155,6,251.56,False
ITEM002726,ORD000932,P0071,8,431.46,True
ITEM002727,ORD000933,P0109,8,107.78,False
ITEM002728,ORD000933,P0294,6,104.55,True
ITEM002729,ORD000933,P0130,5,140.62,False
ITEM002730,ORD000933,P0061,3,459.12,False
ITEM002731,ORD000934,P0161,2,148.6,True
ITEM002732,ORD000934,P0213,3,462.64,True
ITEM002733,ORD000934,P0030,2,389.38,False
ITEM002734,ORD000934,P0261,6,121.69,False
ITEM002735,ORD000934,P0026,3,302.74,True
ITEM002736,ORD000935,P0294,6,121.86,False
ITEM002737,ORD000935,P0011,7,333.43,True
ITEM002738,ORD000935,P0039,4,495.07,False
ITEM002739,ORD000935,P0137,7,417.49,True
ITEM002740,ORD000935,P0219,4,453.04,False
ITEM002741,ORD000936,P0064,5,201.86,True
ITEM002742,ORD000936,P0169,4,60.28,True
ITEM002743,ORD000936,P0150,5,389.51,False
ITEM002744,ORD000936,P0013,6,23.85,False
ITEM002745,ORD000936,P0052,6,294.78,True
ITEM002746,ORD000937,P0031,4,467.45,False
ITEM002747,ORD000937,P0082,8,489.01,False
ITEM002748,ORD000937,P0038,1,330.11,True
ITEM002749,ORD000937,P0029,2,245.3,True
ITEM002750,ORD000938,P0186,4,223.21,True
ITEM002751,ORD000938,P0236,8,497.8,False
ITEM002752,ORD000938,P0003,5,239.35,False
ITEM002753,ORD000938,P0186,4,42.08,True
ITEM002754,ORD000938,P0185,5,164.57,True
ITEM002755,ORD000939,P0153,4,374.01,True
ITEM002756,ORD000939,P0266,4,195.94,False
ITEM002757,ORD000939,P0000,1,298.59,False
ITEM002758,ORD000939,P0053,7,277.96,True
ITEM002759,ORD000940,P0251,6,247.32,True
ITEM002760,ORD000940,P0277,8,412.37,True
ITEM002761,ORD000940,P0026,8,173.79,False
ITEM002762,ORD000940,P0242,7,414.18,True
ITEM002763,ORD000940,P0194,6,430.57,False
ITEM002764,ORD000941,P0100,1,23.32,True
ITEM002765,ORD000942,P0084,1,206.86,False
ITEM002766,ORD000942,P0091,1,212.92,False
ITEM002767,ORD000943,P0088,4,211.29,True
ITEM002768,ORD000943,P0156,2,363.17,True
ITEM002769,ORD000943,P0092,3,300.37,True
ITEM002770,ORD000943,P0261,1,92.44,False
ITEM002771,ORD000944,P0078,1,119.3,False
ITEM002772,ORD000944,P0054,3,89.03,False
ITEM002773,ORD000944,P0161,2,351.58,False
ITEM002774,ORD000944,P0236,3,292.88,True
ITEM002775,ORD000944,P0176,8,267.97,False
ITEM002776,ORD000945,P0212,2,68.08,True
ITEM002777,ORD000945,P0166,4,78.51,False
ITEM002778,ORD000946,P0217,1,25.18,True
ITEM002779,ORD000946,P0276,2,444.84,True
ITEM002780,ORD000947,P0245,4,264.84,True
ITEM002781,ORD000948,P0072,3,48.22,False
ITEM002782,ORD000949,P0212,6,472.39,True
ITEM002783,ORD000949,P0030,2,20.71,False
ITEM002784,ORD000950,P0091,1,364.08,True
ITEM002785,ORD000950,P0017,2,38.08,False
ITEM002786,ORD000950,P0059,6,254.7,False
ITEM002787,ORD000951,P0042,2,419.36,False
ITEM002788,ORD000952,P0155,2,86.94,True
ITEM002789,ORD000953,P0030,2,61.2,True
ITEM002790,ORD000953,P0257,8,389.8,False
ITEM002791,ORD000953,P0030,3,200.66,True
ITEM002792,ORD000954,P0289,1,296.57,True
ITEM002793,ORD000954,P0285,1,222.22,True
ITEM002794,ORD000955,P0123,8,456.02,True
ITEM002795,ORD000955,P0047,1,141.55,True
ITEM002796,ORD000955,P0155,2,131.63,True
ITEM002797,ORD000956,P0162,7,36.79,False
ITEM002798,ORD000956,P0284,4,397.92,False
ITEM002799,ORD000956,P0276,4,172.96,True
ITEM002800,ORD000956,P0081,8,171.16,True
ITEM002801,ORD000957,P0094,5,462.2,False
ITEM002802,ORD000957,P0028,6,95.68,True
ITEM002803,ORD000957,P0098,5,240.85,True
ITEM002804,ORD000957,P0295,2,447.39,True
ITEM002805,ORD000958,P0215,4,459.77,False
ITEM002806,ORD000958,P0138,1,492.85,False
ITEM002807,ORD000958,P0270,6,255.47,True
ITEM002808,ORD000959,P0279,6,178.37,False
ITEM002809,ORD000960,P0241,1,224.04,False
ITEM002810,ORD000961,P0241,7,498.51,False
ITEM002811,ORD000961,P0067,8,40.3,False
ITEM002812,ORD000961,P0052,1,146.1,True
ITEM002813,ORD000962,P0010,8,107.34,False
ITEM002814,ORD000962,P0119,7,266.82,True
ITEM002815,ORD000963,P0239,1,9.64,False
ITEM002816,ORD000963,P0287,7,445.53,False
ITEM002817,ORD000963,P0000,1,411.64,False
ITEM002818,ORD000964,P0133,8,167.0,True
ITEM002819,ORD000964,P0224,5,482.61,True
ITEM002820,ORD000965,P0153,5,122.3,False
ITEM002821,ORD000965,P0143,7,373.92,True
ITEM002822,ORD000965,P0204,7,91.4,True
ITEM002823,ORD000966,P0176,2,294.63,True
ITEM002824,ORD000966,P0116,4,98.36,False
ITEM002825,ORD000966,P0040,6,458.42,True
ITEM002826,ORD000966,P0293,3,233.76,False
ITEM002827,ORD000966,P0232,2,99.16,False
ITEM002828,ORD000967,P0200,1,33.93,True
ITEM002829,ORD000968,P0059,4,411.9,False
ITEM002830,ORD000969,P0227,2,401.4,False
ITEM002831,ORD000969,P0236,3,287.95,True
ITEM002832,ORD000969,P0029,1,461.71,False
ITEM002833,ORD000969,P0241,3,410.49,False
ITEM002834,ORD000969,P0024,1,305.02,True
ITEM002835,ORD000970,P0095,6,17.85,False
ITEM002836,ORD000970,P0209,7,334.99,True
ITEM002837,ORD000970,P0171,1,211.06,True
ITEM002838,ORD000970,P0093,6,371.78,True
ITEM002839,ORD000971,P0266,8,102.82,False
ITEM002840,ORD000971,P0013,8,331.18,False
ITEM002841,ORD000971,P0058,1,90.81,False
ITEM002842,ORD000971,P0061,7,484.13,True
ITEM002843,ORD000971,P0253,8,499.38,True
ITEM002844,ORD000972,P0291,8,381.81,True
ITEM002845,ORD000972,P0290,1,167.68,True
ITEM002846,ORD000972,P0099,1,62.37,True
ITEM002847,ORD000972,P0168,2,424.73,False
ITEM002848,ORD000973,P0229,1,132.9,False
ITEM002849,ORD000973,P0162,1,89.43,True
ITEM002850,ORD000973,P0127,8,485.27,False
ITEM002851,ORD000974,P0250,2,428.25,False
ITEM002852,ORD000974,P0183,1,113.03,False
ITEM002853,ORD000974,P0050,6,483.26,True
ITEM002854,ORD000975,P0247,5,279.6,True
ITEM002855,ORD000976,P0076,7,271.27,True
ITEM002856,ORD000976,P0041,3,22.04,True
ITEM002857,ORD000976,P0163,3,205.24,True
ITEM002858,ORD000976,P0024,8,331.38,False
ITEM002859,ORD000976,P0241,6,357.57,False
ITEM002860,ORD000977,P0236,2,366.36,False
ITEM002861,ORD000977,P0229,3,186.85,True
ITEM002862,ORD000977,P0223,8,126.12,False
ITEM002863,ORD000978,P0229,5,296.77,True
ITEM002864,ORD000978,P0107,2,318.14,True
ITEM002865,ORD000978,P0056,1,438.9,True
ITEM002866,ORD000978,P0252,4,43.77,True
ITEM002867,ORD000978,P0168,8,40.11,True
ITEM002868,ORD000979,P0100,7,215.52,True
ITEM002869,ORD000979,P0247,7,183.45,True
ITEM002870,ORD000979,P0269,4,402.71,False
ITEM002871,ORD000979,P0011,7,38.51,False
ITEM002872,ORD000979,P0039,3,476.27,False
ITEM002873,ORD000980,P0230,6,272.72,True
ITEM002874,ORD000981,P0059,8,478.55,True
ITEM002875,ORD000981,P0214,5,475.41,True
ITEM002876,ORD000981,P0138,5,156.91,False
ITEM002877,ORD000981,P0031,3,443.79,False
ITEM002878,ORD000981,P0160,2,32.95,False
ITEM002879,ORD000982,P0055,8,160.34,False
ITEM002880,ORD000982,P0193,4,160.16,True
ITEM002881,ORD000982,P0099,2,271.79,True
ITEM002882,ORD000982,P0082,1,9.72,True
ITEM002883,ORD000983,P0201,6,444.56,True
ITEM002884,ORD000983,P0227,1,57.25,True
ITEM002885,ORD000983,P0201,3,264.89,False
ITEM002886,ORD000983,P0069,3,134.78,False
ITEM002887,ORD000983,P0208,2,476.83,True
ITEM002888,ORD000984,P0273,8,239.76,False
ITEM002889,ORD000984,P0022,2,114.81,True
ITEM002890,ORD000984,P0273,7,70.16,False
ITEM002891,ORD000985,P0040,2,457.42,False
ITEM002892,ORD000985,P0054,3,387.16,False
ITEM002893,ORD000986,P0092,8,62.88,True
ITEM002894,ORD000986,P0206,5,207.55,False
ITEM002895,ORD000987,P0213,6,273.16,True
ITEM002896,ORD000987,P0145,3,319.99,True
ITEM002897,ORD000987,P0031,4,413.65,False
ITEM002898,ORD000988,P0231,4,215.03,False
ITEM002899,ORD000988,P0212,8,488.14,True
ITEM002900,ORD000988,P0040,3,153.2,False
ITEM002901,ORD000988,P0221,5,42.01,False
ITEM002902,ORD000988,P0242,3,65.0,True
ITEM002903,ORD000989,P0042,4,293.41,False
ITEM002904,ORD000990,P0123,1,88.57,True
ITEM002905,ORD000990,P0295,8,219.35,True
ITEM002906,ORD000990,P0091,1,250.19,True
ITEM002907,ORD000990,P0039,4,473.62,True
ITEM002908,ORD000990,P0116,4,206.37,False
ITEM002909,ORD000991,P0147,3,249.82,True
ITEM002910,ORD000991,P0218,8,243.24,False
ITEM002911,ORD000991,P0251,4,88.76,False
ITEM002912,ORD000991,P0169,8,61.59,False
ITEM002913,ORD000991,P0187,5,284.99,False
ITEM002914,ORD000992,P0129,8,82.88,False
ITEM002915,ORD000992,P0205,1,133.97,True
ITEM002916,ORD000992,P0278,2,241.69,True
ITEM002917,ORD000992,P0248,2,195.68,False
ITEM002918,ORD000992,P0139,5,96.71,True
ITEM002919,ORD000993,P0193,4,470.35,True
ITEM002920,ORD000993,P0139,8,24.86,True
ITEM002921,ORD000993,P0158,3,294.54,False
ITEM002922,ORD000993,P0164,5,495.66,False
ITEM002923,ORD000993,P0059,3,29.58,False
ITEM002924,ORD000994,P0045,7,280.01,True
ITEM002925,ORD000994,P0194,3,138.63,True
ITEM002926,ORD000995,P0242,8,198.92,False
ITEM002927,ORD000995,P0163,4,67.95,True
ITEM002928,ORD000995,P0295,2,277.74,False
ITEM002929,ORD000995,P0293,1,184.46,False
ITEM002930,ORD000995,P0059,5,258.8,False
ITEM002931,ORD000996,P0151,2,38.04,True
ITEM002932,ORD000996,P0118,5,203.67,True
ITEM002933,ORD000996,P0009,7,58.0,False
ITEM002934,ORD000996,P0109,5,247.75,True
ITEM002935,ORD000997,P0202,4,251.64,True
ITEM002936,ORD000998,P0086,2,283.22,True
ITEM002937,ORD000998,P0287,3,72.75,True
ITEM002938,ORD000998,P0204,4,156.82,False
ITEM002939,ORD000998,P0144,7,146.41,False
ITEM002940,ORD000999,P0010,2,240.64,True
ITEM002941,ORD000999,P0158,1,350.68,True
ITEM002942,ORD000999,P0036,8,186.22,True
ITEM002943,ORD000999,P0149,4,166.15,True
ITEM002944,ORD000999,P0147,2,79.9,False
ITEM002945,ORD001000,P0012,2,420.48,False
ITEM002946,ORD001000,P0122,4,479.8,False
ITEM002947,ORD001000,P0069,4,421.16,True
ITEM002948,ORD001000,P0063,3,412.66,True
ITEM002949,ORD001001,P0283,8,142.6,True
ITEM002950,ORD001002,P0253,5,115.61,True
ITEM002951,ORD001003,P0084,5,109.93,True
ITEM002952,ORD001003,P0249,7,25.53,True
ITEM002953,ORD001003,P0163,7,239.58,True
ITEM002954,ORD001003,P0142,5,453.02,False
ITEM002955,ORD001004,P0088,3,82.83,False
ITEM002956,ORD001004,P0146,8,78.87,True
ITEM002957,ORD001004,P0125,4,155.82,True
ITEM002958,ORD001004,P0081,7,26.78,True
ITEM002959,ORD001005,P0069,3,330.97,False
ITEM002960,ORD001005,P0192,2,251.96,False
ITEM002961,ORD001006,P0109,5,342.48,True
ITEM002962,ORD001006,P0233,4,17.54,True
ITEM002963,ORD001006,P0263,2,360.57,True
ITEM002964,ORD001006,P0147,3,143.59,True
ITEM002965,ORD001006,P0223,4,181.32,False
ITEM002966,ORD001007,P0082,3,258.81,True
ITEM002967,ORD001007,P0076,1,381.59,True
ITEM002968,ORD001007,P0250,5,310.82,True
ITEM002969,ORD001008,P0090,4,206.72,False
ITEM002970,ORD001009,P0188,2,141.42,False
ITEM002971,ORD001009,P0175,5,386.19,False
ITEM002972,ORD001009,P0145,5,367.92,True
ITEM002973,ORD001009,P0237,4,247.18,False
ITEM002974,ORD001009,P0287,4,85.97,True
ITEM002975,ORD001010,P0129,4,105.39,False
ITEM002976,ORD001010,P0190,8,320.77,True
ITEM002977,ORD001011,P0277,6,50.72,True
ITEM002978,ORD001011,P0039,2,433.17,False
ITEM002979,ORD001011,P0168,4,61.36,False
ITEM002980,ORD001011,P0129,6,469.32,False
ITEM002981,ORD001012,P0180,8,22.29,False
ITEM002982,ORD001012,P0054,8,51.34,True
ITEM002983,ORD001012,P0276,4,454.59,True
ITEM002984,ORD001012,P0118,6,200.76,False
ITEM002985,ORD001013,P0008,2,106.88,False
ITEM002986,ORD001013,P0057,1,354.96,True
ITEM002987,ORD001013,P0133,2,43.63,True
ITEM002988,ORD001014,P0098,3,16.7,True
ITEM002989,ORD001014,P0067,1,46.1,False
ITEM002990,ORD001014,P0116,3,425.76,False
ITEM002991,ORD001014,P0020,7,271.78,False
ITEM002992,ORD001015,P0117,1,376.27,True
ITEM002993,ORD001015,P0211,5,274.25,False
ITEM002994,ORD001015,P0116,8,159.81,False
ITEM002995,ORD001015,P0287,2,290.2,False
ITEM002996,ORD001016,P0041,2,485.23,True
ITEM002997,ORD001016,P0269,5,293.02,True
ITEM002998,ORD001016,P0269,4,163.32,True
ITEM002999,ORD001016,P0074,8,187.71,True
