order_id,customer_id,order_date,status,channel,discount_pct,shipping_country
ORD001358,C02102,2024-09-26,cancelled,store,0.09,DE
ORD001359,C00863,2023-08-31,cancelled,web,0.24,DE
ORD001360,C01057,2024-02-28,pending,store,0.03,CA
ORD001361,C00893,2023-01-14,refunded,mobile,0.32,AU
ORD001362,C01915,2022-06-02,completed,web,0.1,DE
ORD001363,C01068,2022-07-17,completed,store,0.07,IN
ORD001364,C00128,2022-10-24,pending,store,0.04,IN
ORD001365,C00472,2023-07-29,cancelled,store,0.26,CA
ORD001366,C02117,2022-07-08,cancelled,mobile,0.01,CA
ORD001367,C02696,2024-04-04,completed,store,0.28,GB
ORD001368,C02585,2022-10-10,completed,web,0.32,US
ORD001369,C00763,2024-06-11,cancelled,mobile,0.39,DE
ORD001370,C01946,2023-06-30,cancelled,web,0.31,AU
ORD001371,C00572,2022-12-29,pending,mobile,0.15,CA
ORD001372,C01913,2022-11-30,cancelled,web,0.4,IN
ORD001373,C02403,2022-10-16,cancelled,web,0.02,US
ORD001374,C01322,2024-09-04,completed,web,0.17,IN
ORD001375,C01524,2023-11-16,cancelled,store,0.3,GB
ORD001376,C02309,2024-11-15,completed,mobile,0.01,IN
ORD001377,C01547,2022-06-02,refunded,store,0.12,IN
ORD001378,C02696,2024-07-09,completed,store,0.07,US
ORD001379,C02410,2022-04-20,refunded,mobile,0.08,DE
ORD001380,C00138,2023-06-26,cancelled,store,0.35,DE
ORD001381,C01320,2024-01-21,refunded,store,0.18,AU
ORD001382,C02872,2023-06-30,completed,web,0.12,US
ORD001383,C00428,2022-09-28,cancelled,store,0.27,DE
ORD001384,C02578,2022-08-04,completed,web,0.23,IN
ORD001385,C01469,2023-12-11,refunded,mobile,0.15,US
ORD001386,C00032,2023-08-25,cancelled,web,0.03,IN
ORD001387,C00650,2024-02-03,refunded,mobile,0.13,IN
ORD001388,C01726,2024-09-22,completed,mobile,0.06,US
ORD001389,C01947,2022-04-03,refunded,web,0.29,IN
ORD001390,C01370,2023-10-16,pending,web,0.35,IN
ORD001391,C01379,2024-06-10,refunded,web,0.25,IN
ORD001392,C02653,2024-11-01,refunded,web,0.25,DE
ORD001393,C00410,2022-09-16,refunded,store,0.33,US
ORD001394,C00766,2022-01-06,cancelled,web,0.28,GB
ORD001395,C01466,2022-10-17,completed,web,0.27,US
ORD001396,C01254,2022-09-16,completed,mobile,0.14,IN
ORD001397,C00666,2024-01-22,completed,mobile,0.16,CA
ORD001398,C01912,2024-10-14,pending,web,0.05,CA
ORD001399,C02239,2022-01-01,cancelled,web,0.21,AU
ORD001400,C00762,2022-02-06,completed,web,0.38,DE
ORD001401,C00089,2022-04-12,pending,store,0.21,CA
ORD001402,C01798,2022-05-10,completed,store,0.28,AU
ORD001403,C02525,2024-03-28,completed,store,0.34,CA
ORD001404,C01869,2023-03-26,refunded,mobile,0.21,GB
ORD001405,C02431,2023-12-02,completed,store,0.32,GB
ORD001406,C02359,2024-04-19,refunded,mobile,0.05,GB
ORD001407,C02844,2023-07-18,completed,mobile,0.33,CA
ORD001408,C01781,2022-04-19,refunded,store,0.22,CA
ORD001409,C02993,2024-07-29,cancelled,store,0.1,AU
ORD001410,C01635,2022-12-18,pending,store,0.19,GB
ORD001411,C01939,2023-03-09,pending,store,0.04,IN
ORD001412,C00997,2022-10-06,completed,mobile,0.35,GB
ORD001413,C01034,2023-07-25,pending,mobile,0.05,CA
ORD001414,C02962,2024-08-20,completed,mobile,0.03,AU
ORD001415,C01528,2022-12-30,cancelled,store,0.06,AU
ORD001416,C02461,2024-10-27,cancelled,mobile,0.11,CA
ORD001417,C01383,2022-11-30,refunded,store,0.06,CA
ORD001418,C01976,2023-11-03,completed,web,0.28,DE
ORD001419,C02779,2023-07-28,pending,store,0.2,DE
ORD001420,C01643,2022-01-11,completed,store,0.4,DE
ORD001421,C01229,2022-04-30,completed,web,0.35,DE
ORD001422,C00164,2022-07-02,completed,mobile,0.39,AU
ORD001423,C00959,2024-09-21,pending,web,0.18,CA
ORD001424,C02076,2024-12-01,pending,store,0.03,CA
ORD001425,C00441,2024-11-24,pending,web,0.27,CA
ORD001426,C01724,2023-01-10,pending,web,0.08,US
ORD001427,C01744,2022-11-26,pending,store,0.03,GB
ORD001428,C01103,2023-06-21,refunded,mobile,0.3,GB
ORD001429,C02365,2024-07-15,refunded,mobile,0.36,CA
ORD001430,C01641,2023-05-08,cancelled,store,0.35,CA
ORD001431,C02429,2022-07-04,refunded,mobile,0.11,GB
ORD001432,C00116,2022-10-07,pending,store,0.23,US
ORD001433,C00671,2024-05-09,pending,web,0.37,US
ORD001434,C02097,2022-05-29,refunded,mobile,0.27,AU
ORD001435,C00681,2024-03-08,completed,mobile,0.16,IN
ORD001436,C01231,2024-02-04,cancelled,mobile,0.13,IN
ORD001437,C02444,2022-01-13,refunded,store,0.36,CA
ORD001438,C02857,2024-09-13,refunded,store,0.13,CA
ORD001439,C02146,2022-05-15,refunded,store,0.02,IN
ORD001440,C00812,2022-05-01,completed,web,0.14,AU
ORD001441,C02326,2023-12-21,cancelled,mobile,0.3,GB
ORD001442,C00571,2022-05-01,refunded,web,0.0,GB
ORD001443,C00532,2022-07-07,refunded,web,0.1,US
ORD001444,C02717,2022-08-26,completed,store,0.36,US
ORD001445,C01364,2024-02-01,refunded,web,0.26,DE
ORD001446,C00220,2022-01-03,cancelled,store,0.32,DE
ORD001447,C00370,2022-12-31,refunded,store,0.37,AU
ORD001448,C01266,2024-08-07,cancelled,web,0.16,GB
ORD001449,C00579,2022-08-12,pending,web,0.36,DE
ORD001450,C01417,2022-06-26,refunded,web,0.18,US
ORD001451,C01878,2023-10-08,completed,web,0.15,AU
ORD001452,C01621,2023-01-16,cancelled,web,0.08,US
ORD001453,C00677,2024-05-25,refunded,store,0.35,IN
ORD001454,C01886,2022-06-15,refunded,mobile,0.05,AU
ORD001455,C00003,2022-03-31,refunded,web,0.27,CA
ORD001456,C02697,2024-01-13,cancelled,web,0.18,GB
ORD001457,C00604,2023-04-11,completed,web,0.21,IN
ORD001458,C00820,2024-06-21,pending,mobile,0.34,GB
ORD001459,C00704,2022-04-20,pending,mobile,0.27,US
ORD001460,C01234,2022-10-06,refunded,store,0.21,CA
ORD001461,C01259,2023-02-13,cancelled,web,0.33,CA
ORD001462,C00329,2022-03-31,refunded,web,0.04,IN
ORD001463,C00756,2022-03-09,completed,mobile,0.06,AU
ORD001464,C00967,2024-08-04,cancelled,web,0.38,AU
ORD001465,C00832,2022-05-26,refunded,store,0.39,DE
ORD001466,C01788,2024-05-31,pending,mobile,0.19,US
ORD001467,C00369,2023-10-05,completed,store,0.15,DE
ORD001468,C02966,2022-01-31,cancelled,web,0.38,GB
ORD001469,C01002,2022-01-10,cancelled,store,0.17,AU
ORD001470,C00631,2024-09-17,cancelled,web,0.0,GB
ORD001471,C02804,2023-06-10,pending,web,0.03,CA
ORD001472,C02274,2022-06-27,refunded,store,0.03,DE
ORD001473,C01532,2024-10-29,completed,store,0.31,IN
ORD001474,C00020,2023-10-02,pending,mobile,0.26,AU
ORD001475,C01955,2023-11-02,pending,mobile,0.29,AU
ORD001476,C00652,2023-08-24,refunded,web,0.13,DE
ORD001477,C01411,2023-04-10,refunded,mobile,0.34,GB
ORD001478,C00409,2022-10-16,cancelled,mobile,0.31,AU
ORD001479,C01928,2024-12-04,refunded,web,0.29,US
ORD001480,C02252,2024-08-17,refunded,store,0.28,DE
ORD001481,C02813,2024-04-26,cancelled,web,0.35,US
ORD001482,C01614,2023-03-13,cancelled,web,0.22,IN
ORD001483,C02862,2024-04-24,completed,web,0.38,US
ORD001484,C00870,2023-12-07,pending,web,0.34,CA
ORD001485,C01934,2022-09-27,completed,mobile,0.03,CA
ORD001486,C02737,2023-06-11,completed,web,0.17,DE
ORD001487,C01541,2023-07-26,refunded,mobile,0.11,US
ORD001488,C01898,2024-08-25,refunded,web,0.11,AU
ORD001489,C02892,2022-08-25,completed,web,0.28,CA
ORD001490,C00994,2024-04-26,pending,store,0.12,CA
ORD001491,C00392,2022-06-30,cancelled,mobile,0.26,DE
ORD001492,C01587,2024-11-20,completed,mobile,0.39,IN
ORD001493,C00526,2022-10-17,pending,web,0.03,US
ORD001494,C01303,2024-08-29,cancelled,mobile,0.05,IN
ORD001495,C00546,2023-02-19,pending,mobile,0.35,DE
ORD001496,C01637,2023-09-29,cancelled,mobile,0.19,US
ORD001497,C01339,2022-06-19,completed,web,0.35,IN
ORD001498,C01159,2023-03-13,refunded,mobile,0.26,GB
ORD001499,C02763,2022-05-25,refunded,web,0.38,AU
ORD001500,C02991,2022-03-14,cancelled,store,0.06,GB
ORD001501,C01739,2023-06-13,refunded,store,0.36,GB
ORD001502,C02445,2023-11-12,pending,web,0.21,US
ORD001503,C01613,2022-04-03,refunded,store,0.05,AU
ORD001504,C02187,2022-11-11,completed,store,0.38,CA
ORD001505,C00293,2023-12-22,pending,store,0.02,AU
ORD001506,C01420,2024-04-05,refunded,store,0.17,IN
ORD001507,C02000,2023-03-31,pending,store,0.4,DE
ORD001508,C02743,2023-01-11,refunded,store,0.12,DE
ORD001509,C02402,2022-05-21,refunded,mobile,0.3,IN
ORD001510,C00110,2024-08-17,refunded,store,0.32,GB
ORD001511,C00908,2023-08-31,completed,store,0.17,US
ORD001512,C02492,2023-03-13,cancelled,mobile,0.2,AU
ORD001513,C00729,2024-01-08,refunded,store,0.16,AU
ORD001514,C00963,2024-06-15,cancelled,mobile,0.09,DE
ORD001515,C01511,2023-06-09,completed,mobile,0.32,AU
ORD001516,C01483,2024-12-09,completed,mobile,0.38,DE
ORD001517,C01392,2023-05-11,pending,web,0.32,GB
ORD001518,C02053,2023-11-22,cancelled,store,0.04,GB
ORD001519,C00006,2022-11-07,refunded,store,0.28,IN
ORD001520,C02500,2024-05-11,cancelled,mobile,0.25,IN
ORD001521,C02454,2024-12-21,refunded,mobile,0.1,IN
ORD001522,C01630,2022-05-04,cancelled,web,0.37,US
ORD001523,C00316,2024-04-10,completed,web,0.17,IN
ORD001524,C02644,2023-07-14,pending,web,0.13,AU
ORD001525,C00942,2024-06-10,cancelled,mobile,0.03,AU
ORD001526,C00565,2022-03-21,cancelled,store,0.3,IN
ORD001527,C02047,2024-05-29,completed,mobile,0.11,AU
ORD001528,C00769,2024-07-06,cancelled,web,0.1,AU
ORD001529,C00181,2023-02-01,refunded,mobile,0.08,US
ORD001530,C00865,2023-03-25,completed,store,0.37,DE
ORD001531,C01236,2023-05-30,refunded,web,0.04,CA
ORD001532,C01783,2023-09-06,pending,web,0.17,CA
ORD001533,C00380,2024-10-27,cancelled,web,0.35,CA
ORD001534,C01390,2023-02-04,pending,web,0.23,AU
ORD001535,C01573,2023-09-14,completed,store,0.13,GB
ORD001536,C02678,2022-12-29,completed,web,0.17,GB
ORD001537,C00736,2023-10-14,pending,mobile,0.31,IN
ORD001538,C01743,2023-04-12,completed,web,0.26,DE
ORD001539,C00617,2024-02-23,refunded,web,0.12,IN
ORD001540,C01167,2023-09-03,cancelled,store,0.04,GB
ORD001541,C01274,2024-04-11,completed,store,0.35,DE
ORD001542,C01584,2022-10-10,completed,store,0.19,US
ORD001543,C02765,2022-04-08,refunded,store,0.4,GB
ORD001544,C01968,2023-11-09,cancelled,mobile,0.26,CA
ORD001545,C00142,2023-11-16,cancelled,web,0.37,AU
ORD001546,C01069,2022-04-19,cancelled,mobile,0.26,DE
ORD001547,C01727,2024-07-01,pending,mobile,0.12,US
ORD001548,C00735,2024-06-28,refunded,web,0.17,DE
ORD001549,C00669,2023-07-21,completed,mobile,0.35,GB
ORD001550,C01631,2022-04-13,cancelled,mobile,0.1,CA
ORD001551,C02794,2024-03-16,completed,web,0.04,DE
ORD001552,C02119,2024-01-08,completed,mobile,0.27,GB
ORD001553,C00435,2024-07-08,completed,mobile,0.38,CA
ORD001554,C01904,2023-11-19,refunded,mobile,0.22,GB
ORD001555,C00338,2023-12-23,refunded,web,0.34,IN
ORD001556,C01418,2022-06-13,completed,mobile,0.02,US
ORD001557,C02810,2024-01-16,refunded,store,0.19,AU
ORD001558,C00415,2024-03-24,pending,store,0.17,CA
ORD001559,C02686,2022-11-23,refunded,store,0.33,AU
ORD001560,C01656,2023-02-26,pending,store,0.3,CA
ORD001561,C00050,2023-01-10,refunded,store,0.18,US
ORD001562,C00658,2022-01-20,pending,web,0.15,AU
ORD001563,C01306,2022-03-11,refunded,store,0.04,AU
ORD001564,C00527,2023-11-14,completed,web,0.32,AU
ORD001565,C02353,2023-10-27,pending,mobile,0.21,GB
ORD001566,C02076,2022-08-08,cancelled,mobile,0.39,DE
ORD001567,C01572,2022-03-29,cancelled,store,0.11,GB
ORD001568,C02811,2024-10-07,completed,store,0.28,CA
ORD001569,C01862,2023-09-26,refunded,store,0.13,CA
ORD001570,C00047,2022-02-26,completed,web,0.34,CA
ORD001571,C01991,2022-07-28,completed,store,0.11,US
ORD001572,C02678,2023-04-24,pending,store,0.11,CA
ORD001573,C02745,2022-07-24,refunded,mobile,0.12,DE
ORD001574,C01645,2022-06-20,pending,store,0.2,GB
ORD001575,C01730,2022-07-25,refunded,web,0.1,CA
ORD001576,C00223,2024-08-05,pending,web,0.28,DE
ORD001577,C01240,2024-11-05,completed,store,0.15,US
ORD001578,C01740,2024-03-05,completed,store,0.26,DE
ORD001579,C01059,2022-07-14,completed,web,0.26,IN
ORD001580,C02597,2022-02-09,refunded,store,0.24,AU
ORD001581,C00474,2022-10-19,completed,web,0.1,CA
ORD001582,C02472,2023-11-04,refunded,store,0.3,IN
ORD001583,C01844,2023-08-28,cancelled,store,0.19,US
ORD001584,C02056,2024-06-30,pending,web,0.04,DE
ORD001585,C01527,2024-03-07,refunded,mobile,0.17,DE
ORD001586,C01939,2022-04-21,cancelled,store,0.31,DE
ORD001587,C02916,2022-12-29,completed,web,0.06,IN
ORD001588,C01372,2022-12-11,refunded,store,0.38,US
ORD001589,C02191,2022-02-18,cancelled,store,0.33,CA
ORD001590,C01494,2024-04-11,completed,web,0.03,GB
ORD001591,C00457,2024-01-30,cancelled,mobile,0.32,AU
ORD001592,C00732,2023-04-24,refunded,store,0.28,CA
ORD001593,C01736,2023-10-08,pending,store,0.32,US
ORD001594,C02177,2023-07-03,pending,mobile,0.13,AU
ORD001595,C01570,2022-06-20,refunded,store,0.1,GB
ORD001596,C02763,2022-12-29,cancelled,web,0.0,US
ORD001597,C00327,2022-01-02,refunded,mobile,0.23,US
ORD001598,C00615,2022-06-19,completed,store,0.19,DE
ORD001599,C00028,2022-10-04,refunded,web,0.03,CA
ORD001600,C01380,2023-01-09,pending,mobile,0.3,IN
ORD001601,C02898,2024-06-15,refunded,web,0.21,GB
ORD001602,C02417,2023-10-05,cancelled,store,0.25,IN
ORD001603,C01056,2024-01-02,refunded,web,0.22,CA
ORD001604,C00809,2022-05-02,completed,mobile,0.28,DE
ORD001605,C02109,2022-01-22,completed,mobile,0.11,IN
ORD001606,C02517,2022-11-20,cancelled,store,0.01,GB
ORD001607,C02980,2024-05-05,completed,web,0.25,US
ORD001608,C01863,2022-04-14,refunded,web,0.07,IN
ORD001609,C01781,2022-06-11,cancelled,store,0.01,DE
ORD001610,C00198,2023-10-17,completed,store,0.29,CA
ORD001611,C01903,2022-08-16,completed,store,0.26,CA
ORD001612,C01153,2023-11-22,cancelled,mobile,0.14,CA
ORD001613,C00163,2023-03-16,completed,store,0.24,AU
ORD001614,C00497,2023-01-10,refunded,web,0.19,US
ORD001615,C02005,2023-12-12,completed,web,0.23,US
ORD001616,C01885,2023-06-16,refunded,web,0.2,GB
ORD001617,C01503,2024-06-20,refunded,store,0.21,GB
ORD001618,C00205,2023-11-27,pending,mobile,0.18,CA
ORD001619,C02454,2022-03-07,cancelled,store,0.06,DE
ORD001620,C02811,2024-06-16,cancelled,store,0.16,GB
ORD001621,C01512,2023-08-02,completed,store,0.02,US
ORD001622,C01033,2022-03-31,refunded,web,0.38,CA
ORD001623,C01743,2024-10-05,cancelled,store,0.3,GB
ORD001624,C01382,2022-07-24,cancelled,web,0.24,DE
ORD001625,C02764,2024-06-26,refunded,store,0.25,AU
ORD001626,C01213,2023-01-27,completed,web,0.07,DE
ORD001627,C00096,2022-09-22,cancelled,mobile,0.03,CA
ORD001628,C02223,2024-08-07,completed,web,0.38,DE
ORD001629,C01094,2022-04-12,refunded,mobile,0.04,DE
ORD001630,C00732,2023-12-26,pending,store,0.24,GB
ORD001631,C01201,2024-01-20,pending,mobile,0.34,CA
ORD001632,C01461,2022-02-27,completed,store,0.01,US
ORD001633,C01708,2023-04-18,completed,web,0.28,DE
ORD001634,C00071,2022-05-15,pending,mobile,0.29,AU
ORD001635,C01829,2022-04-09,completed,web,0.36,US
ORD001636,C01329,2022-01-20,cancelled,mobile,0.33,IN
ORD001637,C01219,2024-03-15,refunded,store,0.32,DE
ORD001638,C02604,2023-08-13,cancelled,web,0.07,DE
ORD001639,C00145,2023-03-19,pending,mobile,0.2,US
ORD001640,C02440,2023-09-15,pending,mobile,0.26,AU
ORD001641,C00457,2022-01-25,pending,mobile,0.36,CA
ORD001642,C01463,2023-02-21,pending,web,0.01,CA
ORD001643,C02997,2022-08-31,cancelled,store,0.39,GB
ORD001644,C00149,2022-01-07,pending,store,0.4,GB
ORD001645,C02176,2023-07-23,refunded,store,0.3,AU
ORD001646,C01622,2023-12-15,cancelled,mobile,0.02,DE
ORD001647,C01018,2022-09-16,completed,store,0.2,US
ORD001648,C00717,2022-03-06,cancelled,mobile,0.08,DE
ORD001649,C00344,2023-03-16,refunded,store,0.3,GB
ORD001650,C02191,2024-05-27,pending,store,0.06,GB
ORD001651,C00387,2022-04-04,cancelled,store,0.27,CA
ORD001652,C00516,2024-11-03,cancelled,store,0.05,CA
ORD001653,C02976,2023-08-06,cancelled,mobile,0.37,DE
ORD001654,C00592,2022-05-12,pending,web,0.13,DE
ORD001655,C02592,2022-05-28,pending,mobile,0.06,IN
ORD001656,C02021,2023-09-07,completed,mobile,0.22,CA
ORD001657,C01765,2022-07-12,refunded,mobile,0.31,GB
ORD001658,C01125,2023-03-30,pending,store,0.35,GB
ORD001659,C01414,2023-11-21,completed,mobile,0.08,US
ORD001660,C01876,2022-12-23,cancelled,store,0.38,AU
ORD001661,C02822,2024-01-06,pending,mobile,0.07,AU
ORD001662,C02528,2023-12-10,completed,web,0.16,IN
ORD001663,C00999,2023-05-14,pending,web,0.2,IN
ORD001664,C02144,2024-02-05,refunded,web,0.14,CA
ORD001665,C02330,2023-11-29,refunded,store,0.33,DE
ORD001666,C01877,2022-10-28,cancelled,web,0.28,DE
ORD001667,C00166,2022-04-04,completed,mobile,0.09,CA
ORD001668,C00313,2024-01-11,cancelled,store,0.34,US
ORD001669,C01337,2024-03-05,cancelled,mobile,0.38,AU
ORD001670,C01526,2022-05-25,refunded,web,0.36,IN
ORD001671,C00156,2022-03-10,completed,store,0.05,CA
ORD001672,C00601,2022-05-02,completed,mobile,0.07,IN
ORD001673,C02495,2024-04-14,refunded,store,0.18,DE
ORD001674,C02964,2024-09-24,cancelled,mobile,0.05,IN
ORD001675,C02612,2022-01-27,pending,store,0.39,DE
ORD001676,C00414,2022-02-09,pending,mobile,0.04,GB
ORD001677,C01564,2024-03-25,pending,mobile,0.11,GB
ORD001678,C02099,2024-05-27,completed,store,0.07,IN
ORD001679,C02971,2022-05-01,cancelled,web,0.26,DE
ORD001680,C00322,2022-05-31,pending,web,0.2,US
ORD001681,C01383,2024-03-03,pending,mobile,0.06,CA
ORD001682,C02608,2024-06-18,cancelled,store,0.13,IN
ORD001683,C01236,2024-09-04,completed,mobile,0.2,GB
ORD001684,C01730,2023-06-23,pending,mobile,0.28,GB
ORD001685,C01641,2022-04-01,refunded,web,0.35,AU
ORD001686,C00091,2023-05-10,cancelled,web,0.07,US
ORD001687,C00753,2024-09-07,completed,web,0.31,DE
ORD001688,C01052,2024-10-22,cancelled,store,0.27,IN
ORD001689,C02955,2023-07-01,completed,web,0.12,AU
ORD001690,C02674,2022-09-14,refunded,store,0.06,IN
ORD001691,C00324,2023-03-23,refunded,mobile,0.24,DE
ORD001692,C01775,2023-02-01,pending,store,0.07,US
ORD001693,C00476,2023-08-15,completed,web,0.18,IN
ORD001694,C00784,2023-09-21,refunded,mobile,0.1,DE
ORD001695,C02338,2024-02-07,pending,mobile,0.19,DE
ORD001696,C01068,2023-04-06,pending,web,0.04,IN
ORD001697,C01241,2022-02-12,refunded,store,0.26,US
ORD001698,C02521,2022-01-06,cancelled,mobile,0.18,AU
ORD001699,C02105,2024-03-15,pending,web,0.25,DE
ORD001700,C02208,2024-10-02,completed,store,0.25,CA
ORD001701,C00998,2024-07-27,cancelled,store,0.06,GB
ORD001702,C02843,2024-02-12,completed,mobile,0.02,GB
ORD001703,C00200,2022-11-18,refunded,web,0.34,IN
ORD001704,C01532,2023-11-16,refunded,store,0.13,IN
ORD001705,C02348,2023-11-03,cancelled,store,0.23,CA
ORD001706,C01937,2022-01-17,pending,web,0.27,US
ORD001707,C00881,2023-03-23,completed,web,0.34,GB
ORD001708,C01789,2022-11-26,refunded,store,0.13,GB
ORD001709,C01125,2023-12-14,refunded,mobile,0.38,CA
ORD001710,C02821,2022-01-23,completed,mobile,0.36,DE
ORD001711,C00760,2022-05-30,completed,mobile,0.32,AU
ORD001712,C01133,2024-10-07,cancelled,mobile,0.0,GB
ORD001713,C02054,2023-03-12,cancelled,web,0.31,US
ORD001714,C02750,2024-02-17,refunded,store,0.15,CA
ORD001715,C00187,2023-10-04,cancelled,web,0.28,CA
ORD001716,C02476,2023-06-07,refunded,mobile,0.3,IN
ORD001717,C01632,2022-09-24,refunded,web,0.22,AU
ORD001718,C00742,2024-03-12,completed,mobile,0.2,US
ORD001719,C02777,2023-01-12,refunded,mobile,0.32,CA
ORD001720,C01167,2023-08-09,cancelled,store,0.28,AU
ORD001721,C01116,2022-08-05,completed,store,0.09,AU
ORD001722,C00020,2024-07-29,refunded,web,0.12,DE
ORD001723,C01667,2023-06-06,cancelled,mobile,0.31,GB
ORD001724,C00848,2023-01-12,pending,store,0.2,AU
ORD001725,C00076,2022-05-06,completed,web,0.18,US
ORD001726,C01697,2023-01-18,cancelled,mobile,0.14,AU
ORD001727,C02691,2022-11-03,pending,web,0.06,US
ORD001728,C00531,2023-03-25,cancelled,mobile,0.21,AU
ORD001729,C01125,2023-03-30,cancelled,web,0.25,US
ORD001730,C01093,2023-09-23,cancelled,mobile,0.17,GB
ORD001731,C01894,2023-11-09,pending,web,0.27,GB
ORD001732,C02453,2022-07-15,completed,web,0.36,CA
ORD001733,C02600,2022-05-23,cancelled,web,0.05,CA
ORD001734,C01303,2022-02-01,completed,mobile,0.06,AU
ORD001735,C00397,2022-03-07,refunded,web,0.1,DE
ORD001736,C00906,2022-03-23,cancelled,mobile,0.04,US
ORD001737,C00920,2024-05-13,cancelled,store,0.26,AU
ORD001738,C00074,2022-04-06,cancelled,mobile,0.25,DE
ORD001739,C02904,2023-12-31,refunded,store,0.1,DE
ORD001740,C01329,2023-05-16,pending,mobile,0.08,CA
ORD001741,C00905,2022-01-12,pending,web,0.04,AU
ORD001742,C00261,2024-04-27,completed,store,0.19,AU
ORD001743,C02504,2024-11-11,completed,web,0.08,US
ORD001744,C01178,2023-06-03,completed,store,0.38,CA
ORD001745,C02982,2023-05-13,pending,web,0.27,AU
ORD001746,C02916,2022-01-29,pending,web,0.07,DE
ORD001747,C02495,2022-11-07,pending,store,0.1,GB
ORD001748,C01886,2022-08-27,cancelled,store,0.39,AU
ORD001749,C02408,2022-07-01,pending,web,0.11,US
ORD001750,C01723,2024-02-26,pending,web,0.21,AU
ORD001751,C02600,2024-03-15,cancelled,store,0.31,IN
ORD001752,C02438,2024-06-28,completed,web,0.12,GB
ORD001753,C01346,2023-03-27,cancelled,mobile,0.29,CA
ORD001754,C02217,2022-10-06,pending,web,0.04,US
ORD001755,C01593,2022-01-14,cancelled,store,0.08,CA
ORD001756,C01948,2023-07-31,pending,store,0.33,US
ORD001757,C02284,2023-11-17,completed,store,0.05,AU
ORD001758,C00051,2024-07-23,pending,store,0.09,IN
ORD001759,C01404,2023-11-16,refunded,store,0.07,IN
ORD001760,C01395,2024-07-12,refunded,web,0.01,GB
ORD001761,C01309,2023-10-25,pending,mobile,0.19,US
ORD001762,C01418,2023-01-17,completed,mobile,0.1,DE
ORD001763,C01820,2022-06-29,completed,store,0.3,DE
ORD001764,C00621,2022-12-17,refunded,mobile,0.35,AU
ORD001765,C01892,2024-05-17,completed,store,0.34,IN
ORD001766,C02043,2023-10-01,pending,store,0.19,AU
ORD001767,C00862,2022-12-10,refunded,store,0.38,CA
ORD001768,C02180,2024-03-20,pending,mobile,0.3,IN
ORD001769,C02857,2022-04-06,completed,web,0.29,AU
ORD001770,C00696,2023-04-18,pending,web,0.12,AU
ORD001771,C02756,2023-05-08,completed,web,0.23,CA
ORD001772,C01597,2024-05-08,pending,web,0.33,US
ORD001773,C01047,2023-01-02,refunded,mobile,0.1,GB
ORD001774,C01650,2022-01-18,pending,store,0.0,US
ORD001775,C00132,2022-10-17,cancelled,mobile,0.21,IN
ORD001776,C02706,2024-07-26,completed,store,0.14,AU
ORD001777,C02340,2024-01-28,cancelled,mobile,0.35,CA
ORD001778,C00321,2023-12-26,refunded,web,0.38,IN
ORD001779,C02586,2024-12-02,completed,mobile,0.08,CA
ORD001780,C01992,2023-01-18,pending,web,0.25,US
ORD001781,C02299,2022-06-09,pending,web,0.05,IN
ORD001782,C01414,2023-06-08,cancelled,web,0.38,US
ORD001783,C00340,2024-08-04,pending,mobile,0.04,DE
ORD001784,C00850,2024-08-06,pending,store,0.33,AU
ORD001785,C02169,2022-02-20,completed,web,0.3,AU
ORD001786,C01512,2022-09-16,completed,web,0.07,IN
ORD001787,C01245,2022-01-03,cancelled,web,0.15,DE
ORD001788,C01195,2024-06-30,refunded,web,0.02,AU
ORD001789,C01291,2022-08-23,completed,store,0.0,GB
ORD001790,C01849,2022-07-06,completed,store,0.4,DE
ORD001791,C02762,2023-12-07,completed,mobile,0.24,DE
ORD001792,C01914,2022-11-28,cancelled,web,0.18,IN
ORD001793,C00121,2023-04-08,pending,web,0.15,AU
ORD001794,C00638,2022-01-13,refunded,web,0.25,DE
ORD001795,C02559,2023-01-06,pending,mobile,0.03,GB
ORD001796,C02395,2023-01-23,pending,store,0.18,AU
ORD001797,C00682,2024-06-02,cancelled,mobile,0.22,GB
ORD001798,C02556,2022-12-11,cancelled,store,0.11,US
ORD001799,C01440,2022-07-22,completed,mobile,0.24,US
ORD001800,C02313,2022-12-17,cancelled,store,0.22,IN
ORD001801,C01767,2022-05-19,cancelled,web,0.31,CA
ORD001802,C01701,2023-12-24,refunded,web,0.1,DE
ORD001803,C00095,2024-12-10,refunded,web,0.0,GB
ORD001804,C01162,2022-09-12,refunded,store,0.18,GB
ORD001805,C02279,2024-12-05,refunded,web,0.11,CA
ORD001806,C02010,2024-09-28,refunded,store,0.26,US
ORD001807,C00961,2022-01-09,cancelled,web,0.36,AU
ORD001808,C01537,2024-01-20,cancelled,web,0.32,GB
ORD001809,C02201,2022-07-13,pending,store,0.22,GB
ORD001810,C00539,2024-06-07,cancelled,mobile,0.04,US
ORD001811,C01550,2022-08-06,cancelled,mobile,0.32,GB
ORD001812,C02486,2022-08-18,refunded,store,0.18,AU
ORD001813,C00505,2024-10-27,completed,mobile,0.27,US
ORD001814,C00397,2024-06-13,pending,store,0.23,AU
ORD001815,C01620,2023-03-10,completed,web,0.16,US
ORD001816,C00894,2024-01-31,completed,store,0.12,GB
ORD001817,C00865,2023-11-12,cancelled,web,0.15,DE
ORD001818,C00453,2022-06-17,completed,web,0.12,CA
ORD001819,C02337,2023-10-03,cancelled,web,0.18,IN
